Date,Open,High,Low,Close,Adj Close,Volume
2007-01-01,26.129999,26.480000,23.600000,25.459999,20.535122,77661682
2007-02-01,25.750000,26.340000,24.459999,25.910000,20.898083,69364853
2007-03-01,25.570000,25.820000,21.450001,23.219999,18.728424,127100552
2007-04-01,23.250000,24.389999,23.059999,23.719999,19.131706,54037145
2007-05-01,23.750000,24.000000,22.430000,23.370001,18.849405,74832890
2007-06-01,23.500000,24.950001,22.100000,24.120001,19.555391,89155811
2007-07-01,24.129999,24.600000,22.080000,22.270000,18.055498,65250678
2007-08-01,21.980000,22.450001,19.350000,21.780001,17.658226,73604849
2007-09-01,21.799999,22.160000,19.950001,21.559999,17.479864,74794048
2007-10-01,21.559999,25.000000,21.379999,23.440001,19.004082,116157167
2007-11-01,23.440001,23.549999,20.889999,21.940001,17.787951,101334745
2007-12-01,21.799999,22.840000,20.969999,21.830000,17.698765,50785630
2008-01-01,21.730000,22.200001,15.010000,17.040001,13.815255,141723257
2008-02-01,17.260000,19.459999,15.530000,17.430000,14.131446,94487088
2008-03-01,19.150000,19.379999,12.830000,15.010000,12.169421,128841927
2008-04-01,14.670000,16.389999,14.200000,16.150000,13.093682,72416206
2008-05-01,16.500000,17.450001,14.360000,15.020000,12.291873,68764569
2008-06-01,15.100000,15.360000,11.800000,12.040000,9.935763,63993327
2008-07-01,11.920000,13.200000,10.700000,12.190000,10.059547,91485348
2008-08-01,12.190000,15.930000,11.960000,15.330000,12.650768,79765884
2008-09-01,15.200000,16.684999,11.730000,12.000000,9.902755,109686790
2008-10-01,12.240000,13.150000,9.290000,12.940000,10.678469,125691671
2008-11-01,13.020000,14.355000,10.150000,12.460000,10.282361,81813205
2008-12-01,12.965000,12.995000,10.750000,12.030000,9.927511,60229763
2009-01-01,12.030000,13.955000,11.860000,13.705000,11.309771,50113887
2009-02-01,13.500000,14.400000,11.300000,11.660000,9.622175,49396994
2009-03-01,11.210000,11.365000,8.117000,8.760000,7.229012,69300207
2009-04-01,8.750000,11.500000,8.610000,11.000000,9.077525,76986283
2009-05-01,11.000000,12.355000,10.550000,11.455000,9.453006,59822422
2009-06-01,11.650000,12.200000,10.845000,11.510000,9.498392,50237272
2009-07-01,11.600000,13.705000,11.050000,13.380000,11.228796,45384362
2009-08-01,13.360000,14.925000,13.075000,14.460000,12.135156,32507133
2009-09-01,14.580000,16.565001,13.975000,15.345000,12.877870,60321230
2009-10-01,15.415000,15.485000,12.460000,12.785000,10.729460,53922529
2009-11-01,12.755000,14.120000,11.445000,11.915000,9.999334,52702214
2009-12-01,11.865000,14.085000,11.480000,14.085000,11.820448,64438503
2010-01-01,14.000000,14.950000,13.675000,14.200000,11.916960,60320106
2010-02-01,14.110000,15.280000,13.515000,15.155000,12.718414,54017261
2010-03-01,15.250000,16.094999,14.395000,14.895000,12.500217,74215921
2010-04-01,15.025000,15.325000,13.695000,14.030000,11.774292,47541023
2010-05-01,13.915000,17.010000,13.295000,16.290001,13.670936,107279432
2010-06-01,16.209999,18.545000,15.735000,16.870001,14.157683,66762179
2010-07-01,16.549999,18.555000,15.800000,18.180000,15.257064,56301543
2010-08-01,18.245001,18.945000,17.014999,17.365000,14.573096,49585393
2010-09-01,17.475000,19.700001,17.174999,18.295000,15.353573,52182478
2010-10-01,18.209999,18.940001,17.365000,18.885000,15.848716,49904771
2010-11-01,18.969999,19.395000,16.615000,17.260000,14.484979,64738057
2010-12-01,17.469999,18.549999,17.209999,17.440001,14.636041,36772209
2011-01-01,17.690001,22.094999,17.555000,21.049999,17.665630,65045070
2011-02-01,21.105000,22.270000,20.059999,20.959999,17.590101,47791684
2011-03-01,20.995001,21.320000,18.285000,20.540001,17.237631,50657208
2011-04-01,20.889999,21.469999,20.375000,20.889999,17.531353,31585316
2011-05-01,21.065001,23.100000,20.219999,22.879999,19.201410,46472564
2011-06-01,22.705000,23.184999,20.965000,23.080000,19.369255,43208907
2011-07-01,23.125000,25.389999,22.000000,24.200001,20.719463,45215224
2011-08-01,24.270000,24.850000,19.049999,22.139999,18.955740,64185867
2011-09-01,22.155001,23.075001,19.955000,21.205000,18.155214,48879962
2011-10-01,20.645000,23.270000,19.370001,21.370001,18.296484,43824071
2011-11-01,21.100000,22.690001,19.709999,22.195000,19.002829,49547748
2011-12-01,22.235001,24.270000,21.480000,24.150000,20.676653,28733850
2012-01-01,24.014999,26.180000,24.014999,25.680000,21.986603,35694016
2012-02-01,25.735001,27.660000,25.709999,27.264999,23.343643,24086010
2012-03-01,27.400000,31.129999,26.299999,30.705000,26.288889,44028908
2012-04-01,30.850000,31.690001,28.844999,29.825001,25.535456,35440655
2012-05-01,29.825001,30.665001,26.934999,27.070000,23.176691,40447900
2012-06-01,27.075001,27.945000,25.389999,27.940001,23.921566,43059375
2012-07-01,28.000000,30.500000,26.610001,29.260000,25.921267,43423560
2012-08-01,29.350000,31.200001,29.299999,30.320000,26.860313,27363943
2012-09-01,30.320000,30.809999,24.299999,24.665001,21.850584,83510574
2012-10-01,24.684999,27.799999,24.684999,27.410000,24.282360,78678956
2012-11-01,27.480000,27.639999,24.254999,25.889999,22.935802,46657284
2012-12-01,26.205000,30.190001,26.049999,29.500000,26.133881,46804208
2013-01-01,29.500000,35.974998,29.500000,34.605000,30.656374,50715239
2013-02-01,34.470001,39.250000,34.330002,39.180000,34.709339,43490425
2013-03-01,39.240002,42.584999,38.435001,39.700001,35.170002,76422364
2013-04-01,39.700001,41.290001,36.919998,40.105000,35.528786,83110292
2013-05-01,40.105000,44.799999,39.805000,44.450001,39.377998,58657314
2013-06-01,44.049999,44.360001,39.465000,41.064999,36.879364,54173457
2013-07-01,41.435001,45.750000,39.889999,44.884998,40.310001,53888578
2013-08-01,45.500000,46.099998,42.305000,43.605000,39.160469,42761973
2013-09-01,44.060001,47.735001,43.779999,47.095001,42.294743,44719430
2013-10-01,47.590000,50.689999,47.009998,50.610001,45.451466,48466625
2013-11-01,50.509998,54.500000,50.330002,52.259998,46.933289,45868728
2013-12-01,52.330002,56.660000,48.680000,55.810001,50.121452,45516473
2014-01-01,55.810001,57.330002,51.810001,52.610001,47.247616,56208524
2014-02-01,52.709999,55.000000,51.020000,53.389999,47.948112,52619859
2014-03-01,52.750000,53.470001,48.720001,51.990002,46.690811,56904268
2014-04-01,52.410000,54.189999,47.935001,49.490002,44.445629,46932670
2014-05-01,49.490002,53.330002,47.814999,52.610001,47.247616,49192959
2014-06-01,53.410000,53.970001,48.110001,48.939999,44.581123,47688757
2014-07-01,48.720001,48.855000,43.119999,43.360001,39.498116,80749044
2014-08-01,43.259998,47.000000,41.610001,46.805000,42.636280,49678833
2014-09-01,46.965000,50.169998,46.619999,49.820000,45.382751,52950735
2014-10-01,49.764999,50.349998,41.049999,47.599998,43.360474,80359895
2014-11-01,47.244999,50.000000,46.330002,48.994999,44.631226,50549973
2014-12-01,48.605000,49.959999,39.639999,41.349998,37.667133,81628158
2015-01-01,41.349998,51.200001,40.775002,47.200001,42.996101,88774821
2015-02-01,47.029999,55.750000,46.555000,55.330002,50.401997,51582658
2015-03-01,55.849998,64.000000,55.169998,60.439999,55.056873,69956873
2015-04-01,60.360001,66.099998,59.509998,62.000000,56.477932,53613358
2015-05-01,62.000000,65.550003,58.119999,62.000000,56.477932,53784194
2015-06-01,61.330002,63.080002,56.130001,58.200001,53.016380,66745994
2015-07-01,59.610001,65.570000,56.320000,64.599998,60.007797,54017908
2015-08-01,64.870003,67.879997,52.020000,57.910000,53.793369,86033650
2015-09-01,56.590000,58.250000,51.259998,52.910000,49.148804,59400411
2015-10-01,53.990002,64.500000,53.139999,63.360001,58.855946,56243359
2015-11-01,62.049999,68.480003,61.900002,68.440002,63.574825,44634511
2015-12-01,68.290001,68.500000,61.020000,62.000000,57.592625,49738106
2016-01-01,62.580002,62.580002,53.770000,57.820000,53.709766,63135045
2016-02-01,57.820000,59.880001,49.959999,59.779999,55.530434,68521964
2016-03-01,59.669998,63.450001,57.520000,58.349998,54.202087,50569761
2016-04-01,57.150002,59.330002,54.430000,54.610001,50.727955,53568952
2016-05-01,53.599998,56.480000,52.200001,56.020000,52.037724,41766863
2016-06-01,56.000000,56.380001,49.509998,51.730000,49.224480,59372018
2016-07-01,51.860001,54.700001,48.070000,52.630001,50.080891,45407591
2016-08-01,52.900002,53.419998,49.505001,52.290001,49.757359,34918383
2016-09-01,52.480000,56.040001,51.580002,53.840000,51.232285,42122082
2016-10-01,53.840000,55.900002,51.500000,54.150002,51.527271,42389025
2016-11-01,54.450001,60.770000,51.000000,60.270000,57.350849,46722787
2016-12-01,60.259998,64.980003,58.090000,60.450001,57.522133,47231262
2017-01-01,62.680000,66.320000,62.310001,62.759998,59.720245,38411185
2017-02-01,62.580002,69.750000,62.459999,69.320000,65.962517,35796336
2017-03-01,69.690002,72.120003,68.279999,71.330002,67.875168,36000813
2017-04-01,71.400002,75.779999,69.230003,74.230003,70.634705,35397107
2017-05-01,74.230003,76.070000,71.750000,73.070000,70.872223,38334002
2017-06-01,73.220001,77.250000,71.580002,72.000000,69.834404,39991416
2017-07-01,72.720001,75.309998,70.500000,70.599998,68.476509,36443195
2017-08-01,72.000000,73.980003,68.419998,70.610001,68.486214,31036750
2017-09-01,72.080002,80.680000,69.519997,80.410004,77.991463,39288081
2017-10-01,80.330002,89.120003,76.169998,87.750000,85.110687,45737809
2017-11-01,88.500000,88.500000,82.260002,87.290001,84.664520,32875402
2017-12-01,87.300003,89.269997,83.000000,83.000000,80.503548,30141685
2018-01-01,83.000000,94.000000,82.220001,92.500000,89.717819,40075781
2018-02-01,93.099998,99.970001,81.330002,98.339996,95.382156,51822697
2018-03-01,98.169998,98.790001,91.870003,93.800003,90.978714,40466384
2018-04-01,93.800003,98.260002,90.230003,97.400002,94.470436,35551489
2018-05-01,97.400002,101.099998,95.360001,97.309998,95.956192,30892090
2018-06-01,98.019997,106.500000,94.570000,100.260002,98.865150,30365230
2018-07-01,97.650002,111.160004,97.000000,106.000000,104.525291,28853721
2018-08-01,106.120003,110.879997,104.959999,106.260002,104.781677,21948858
2018-09-01,106.040001,109.160004,103.000000,108.180000,106.674965,23225714
2018-10-01,108.680000,108.739998,91.519997,97.709999,96.350624,45933413
2018-11-01,97.639999,98.769997,89.959999,94.620003,93.303619,29597559
2018-12-01,97.269997,97.300003,78.830002,83.959999,82.791924,32292046
2019-01-01,83.959999,100.459999,77.500000,100.220001,98.825706,34266357
2019-02-01,101.019997,113.980003,98.050003,113.599998,112.019562,31331475
2019-03-01,114.059998,119.440002,109.300003,117.900002,116.259743,31151758
2019-04-01,118.900002,124.000000,116.379997,121.879997,120.184364,24238381
2019-05-01,121.879997,122.820000,112.599998,114.860001,114.860001,23676222
2019-06-01,113.699997,126.500000,112.860001,124.680000,124.680000,24143863
2019-07-01,123.500000,133.860001,122.599998,128.059998,128.059998,21696614
2019-08-01,128.080002,129.979996,119.919998,125.339996,125.339996,25811518
2019-09-01,125.820000,128.779999,117.500000,119.199997,119.199997,23593264
2019-10-01,120.000000,130.360001,114.360001,128.419998,128.419998,28818658
2019-11-01,129.199997,137.320007,128.139999,133.399994,133.399994,20981500
2019-12-01,133.860001,134.399994,122.519997,125.900002,125.900002,16606395
