Date,Open,High,Low,Close,Adj Close,Volume
2001-09-01,19.040001,19.940001,9.140000,11.540000,8.038775,52928097
2001-10-01,12.150000,13.650000,9.900000,12.900000,8.986152,46139958
2001-11-01,12.660000,14.570000,12.000000,13.340000,9.292657,40347151
2001-12-01,13.050000,15.240000,13.050000,13.640000,9.501637,19755943
2002-01-01,13.800000,14.900000,12.520000,13.000000,9.055812,26525882
2002-02-01,13.000000,14.800000,12.710000,14.570000,10.149476,21829067
2002-03-01,14.600000,17.450001,14.530000,16.020000,11.159548,31403766
2002-04-01,16.010000,17.080000,15.180000,16.620001,11.577508,38651590
2002-05-01,16.559999,18.450001,15.930000,17.389999,12.113891,40982303
2002-06-01,16.959999,17.600000,14.030000,15.570000,11.163586,33304420
2002-07-01,15.220000,17.709999,13.280000,16.049999,11.507744,49763299
2002-08-01,16.290001,16.680000,13.460000,13.630000,9.772619,37693937
2002-09-01,13.500000,13.650000,10.410000,10.750000,7.707678,39530265
2002-10-01,10.810000,13.550000,8.670000,11.160000,8.001645,55312620
2002-11-01,11.000000,13.390000,10.350000,12.790000,9.170343,34943173
2002-12-01,12.610000,13.390000,9.650000,9.850000,7.062382,34109924
2003-01-01,9.850000,11.700000,8.890000,9.700000,6.954834,41070222
2003-02-01,9.900000,9.930000,7.250000,8.070000,5.786136,31503649
2003-03-01,8.000000,9.100000,6.330000,6.900000,4.947253,47352259
2003-04-01,7.000000,8.650000,6.870000,8.330000,5.972554,49967502
2003-05-01,8.220000,9.800000,7.750000,9.470000,6.789926,43298464
2003-06-01,9.750000,11.480000,9.220000,10.680000,7.938325,62648698
2003-07-01,10.600000,14.450000,10.410000,14.170000,10.532403,55248723
2003-08-01,14.120000,14.740000,13.560000,14.400000,10.703359,30590530
2003-09-01,14.450000,16.469999,12.800000,13.240000,9.841144,47237941
2003-10-01,13.280000,18.040001,12.990000,17.500000,13.007557,60098669
2003-11-01,17.370001,19.180000,16.600000,18.200001,13.527860,70012235
2003-12-01,18.299999,20.200001,18.000000,18.850000,14.010997,46490041
2004-01-01,18.570000,19.389999,17.260000,17.459999,12.977824,49595902
2004-02-01,17.459999,18.809999,16.950001,18.610001,13.832608,35148871
2004-03-01,18.520000,19.129999,16.370001,17.549999,13.044721,37211004
2004-04-01,17.650000,22.080000,17.639999,21.100000,15.683397,44332841
2004-05-01,20.799999,21.950001,18.520000,20.350000,15.125930,41273832
2004-06-01,20.450001,23.450001,19.530001,22.879999,17.355839,46095936
2004-07-01,22.990000,23.389999,21.160000,22.900000,17.371010,41068783
2004-08-01,22.629999,22.879999,19.920000,21.480000,16.293854,31743649
2004-09-01,21.530001,22.900000,20.930000,21.330000,16.180071,26580654
2004-10-01,21.459999,23.780001,21.120001,22.350000,16.953800,43192407
2004-11-01,22.260000,24.950001,22.260000,22.750000,17.257225,47999902
2004-12-01,22.799999,23.719999,20.780001,21.389999,16.225582,47368038
2005-01-01,21.400000,23.900000,20.760000,23.450001,17.788219,51242247
2005-02-01,23.500000,24.600000,22.830000,23.740000,18.008200,36786150
2005-03-01,23.840000,24.139999,21.660000,23.059999,17.492374,47901920
2005-04-01,23.049999,23.920000,21.760000,21.959999,16.657963,41853744
2005-05-01,21.860001,24.160000,21.620001,24.030001,18.549948,41424743
2005-06-01,23.750000,26.520000,23.200001,26.350000,20.812601,57509969
2005-07-01,26.250000,28.490000,25.010000,27.730000,21.902590,43306386
2005-08-01,27.709999,28.200001,26.200001,27.360001,21.610353,29123154
2005-09-01,27.500000,30.350000,26.860001,29.500000,23.300634,34791084
2005-10-01,29.520000,30.180000,27.250000,28.900000,22.826721,34876375
2005-11-01,28.980000,31.500000,28.719999,31.430000,24.825047,35871679
2005-12-01,31.500000,33.450001,31.330000,31.900000,25.196276,28559976
2006-01-01,32.000000,32.650002,30.350000,32.250000,25.472725,44777046
2006-02-01,32.169998,33.119999,30.510000,30.760000,24.295845,40930906
2006-03-01,30.750000,35.419998,30.750000,34.770000,27.463156,61972996
2006-04-01,34.849998,35.029999,31.100000,31.280001,24.706570,86015427
2006-05-01,31.010000,31.889999,25.219999,27.799999,21.957886,115249645
2006-06-01,27.559999,28.370001,16.750000,22.459999,18.115435,167985410
2006-07-01,22.700001,22.850000,19.360001,22.549999,18.188026,112621627
2006-08-01,22.500000,24.620001,21.900000,23.540001,18.986525,99805359
2006-09-01,23.650000,24.100000,21.450001,22.680000,18.292881,102249143
2006-10-01,22.610001,22.860001,20.000000,21.250000,17.139492,112821266
2006-11-01,21.290001,24.190001,20.330000,22.209999,17.913792,91494064
2006-12-01,22.490000,26.230000,22.320000,26.100000,21.051331,63698266
